Models,Prompts,Runs,Average Q %,C,E,Time(S),SCI_g_per_run,SEI_1_per_g,CER_%_per_g,SCV,SCV_E,SCI NORM,Time(S)_NORM,SVI,ECO,DeepSeek APᵥ₀ C mean,DeepSeek APᵥ₃ C mean,DeepSeek APᵥ₀ Q% Norm,DeepSeek APᵥ₃ Q% Norm,DeepSeek APᵥ₀ E HarmMean,DeepSeek APᵥ₃ E HarmMean,,Model,Metric,Mean ,Std ,Stability_Index,Std Norm,,Model,Stability_Index Mean,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,21,93%,2.05,0.004,187.9716771,0.3112,3.213367609,0.4536585366,0.002413440916,1.236888469,0.1111111111,0.1640619376,0.6883174651,1.047655744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,22,93%,1.91,0.004,174.702861,0.3112,3.213367609,0.4869109948,0.002787080829,1.330831096,0.1111111111,0.1251276666,0.7121362188,1.0126149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,23,93%,2.2,0.005,200.8397967,0.389,2.570694087,0.4227272727,0.00210479835,0.9261112739,0.2222222222,0.2018204573,0.6060836952,0.9833076469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,24,93%,2.22,0.005,202.6652526,0.389,2.570694087,0.4189189189,0.002067048562,0.9177695615,0.2222222222,0.2071768352,0.6033944344,0.9876901379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,25,93%,3.1,0.007,282.2033286,0.5446,1.836210062,0.3,0.001063063294,0.4707851729,0.4444444444,0.4405629173,0.4278477918,0.9973127889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,26,93%,3.29,0.007,294.548555,0.5446,1.836210062,0.282674772,0.0009596881984,0.4510534532,0.4444444444,0.4767871279,0.4173530846,1.022391089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,27,93%,1.5,0.003,132.059299,0.2334,4.284490146,0.62,0.0046948606,2.3474303,0,0,0.8902712912,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,28,93%,2.12,0.005,186.7284818,0.389,2.570694087,0.4386792453,0.002349289412,0.9960987108,0.2222222222,0.1604140685,0.6277102316,0.9494296924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,29,93%,2.48,0.005,216.5498902,0.389,2.570694087,0.375,0.001731702564,0.8589244716,0.2222222222,0.2479180919,0.5836951868,1.021023893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,30,93%,3.1,0.007,270.6867163,0.5446,1.836210062,0.3,0.001108292288,0.490815156,0.4444444444,0.4067700829,0.4381253701,0.9739177497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,31,93%,2.34,0.005,204.6888277,0.389,2.570694087,0.3974358974,0.001941658966,0.908696396,0.2222222222,0.2131145481,0.6004410588,0.9925482666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,32,93%,1.87,0.004,163.8179468,0.3112,3.213367609,0.4973262032,0.003035846882,1.419258418,0.1111111111,0.09318840427,0.7329424269,0.9838695638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,33,93%,1.76,0.004,154.6483677,0.3112,3.213367609,0.5284090909,0.003416842342,1.50341063,0.1111111111,0.0662823958,0.7514371102,0.9596541562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,1,93%,0.62,0.004,185.7031098,0.3112,3.213367609,1.5,0.008077409158,1.251998419,0.1111111111,0.1574053517,0.6922761856,1.041664817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,2,93%,0.64,0.005,184.7801125,0.389,2.570694087,1.453125,0.007864076821,1.006601833,0.2222222222,0.1546970297,0.6308180977,0.9447521152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,3,93%,0.58,0.004,166.6495166,0.3112,3.213367609,1.603448276,0.009621679729,1.395143561,0.1111111111,0.1014969906,0.7274138458,0.9913472916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,4,93%,0.62,0.004,175.7733154,0.3112,3.213367609,1.5,0.00853371854,1.322726374,0.1111111111,0.1282686672,0.7101536943,1.0154418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,5,93%,0.63,0.005,180.4759023,0.389,2.570694087,1.476190476,0.008179432586,1.030608506,0.2222222222,0.1420673205,0.6377940868,0.9344187168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,6,93%,0.53,0.004,152.3955009,0.3112,3.213367609,1.754716981,0.01151423087,1.525635591,0.1111111111,0.05967187927,0.7561247758,0.9537046913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,7,93%,0.64,0.005,191.6781873,0.389,2.570694087,1.453125,0.007581066059,0.9703764556,0.2222222222,0.1749378341,0.6199509136,0.9613127734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,8,93%,0.52,0.004,155.7906383,0.3112,3.213367609,1.788461538,0.01147990378,1.492387492,0.1111111111,0.06963412464,0.7490824607,0.9626707122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,9,93%,0.55,0.004,165.9774234,0.3112,3.213367609,1.690909091,0.01018758489,1.400792922,0.1111111111,0.09952488872,0.7287185314,0.9895723998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,10,93%,0.5,0.004,152.4493008,0.3112,3.213367609,1.86,0.01220077751,1.525097189,0.1111111111,0.05982974261,0.7560121498,0.9538467683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,11,93%,0.57,0.004,172.4899112,0.3112,3.213367609,1.631578947,0.009458981895,1.34790492,0.1111111111,0.1186342774,0.7162699895,1.00677085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,12,93%,0.55,0.004,166.7334742,0.3112,3.213367609,1.690909091,0.01014138942,1.394441045,0.1111111111,0.1017433449,0.7272511932,0.9915690104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,13,93%,0.53,0.004,161.9339847,0.3112,3.213367609,1.754716981,0.01083600199,1.435770264,0.1111111111,0.08766035329,0.7366676184,0.978894318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,14,93%,1.57,0.011,472.8597243,0.8558,1.168497312,0.5923566879,0.001252711232,0.1787960577,0.8888888889,1,0.2356600477,1.058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,15,93%,1.16,0.008,350.1724331,0.6224,1.606683805,0.8017241379,0.002289512429,0.3319793022,0.5555555556,0.640002529,0.3489734001,1.05428734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,16,93%,0.97,0.007,292.1752123,0.5446,1.836210062,0.9587628866,0.003281465526,0.4547173657,0.4444444444,0.4698231029,0.4193305044,1.01756984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,17,93%,0.6,0.004,173.8914974,0.3112,3.213367609,1.55,0.008913604307,1.337040646,0.1111111111,0.1227469077,0.7136462872,1.010472217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,18,93%,1.15,0.008,328.6998567,0.6224,1.606683805,0.8086956522,0.00246028599,0.353666111,0.5555555556,0.5769962215,0.3629160621,1.013783285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,19,93%,0.71,0.005,202.2475428,0.389,2.570694087,1.309859155,0.006476514556,0.919665067,0.2222222222,0.2059511625,0.6040076965,0.9866873148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,20,93%,1.13,0.008,322.5059098,0.6224,1.606683805,0.8230088496,0.002551918661,0.3604585109,0.5555555556,0.5588215174,0.3671473945,1.002099547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,21,93%,1.05,0.008,300.1460775,0.6224,1.606683805,0.8857142857,0.002950944064,0.3873114084,0.5555555556,0.4932117628,0.3832793666,0.9599218475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,22,93%,0.72,0.005,204.377573,0.389,2.570694087,1.291666667,0.006320001982,0.9100802855,0.2222222222,0.2122012434,0.6008934471,0.9918010173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,23,93%,1.17,0.008,334.0262014,0.6224,1.606683805,0.7948717949,0.002379668995,0.3480265904,0.5555555556,0.5926251478,0.3593546538,1.023830452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,24,93%,0.69,0.005,196.7017016,0.389,2.570694087,1.347826087,0.006852132319,0.94559426,0.2222222222,0.1896781747,0.612269603,0.973373052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,25,93%,1.61,0.012,457.8632401,0.9336,1.071122536,0.5776397516,0.001261598881,0.1692645166,1,0.9559962869,0.227574893,0.9779981435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,26,93%,1.14,0.008,323.2278866,0.6224,1.606683805,0.8157894737,0.002523883326,0.359653374,0.5555555556,0.5609399914,0.36664911,1.003461423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,27,93%,1.1,0.008,314.1777732,0.6224,1.606683805,0.8454545455,0.002691006868,0.3700134444,0.5555555556,0.5343845273,0.3729946754,0.9863900533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,28,93%,0.58,0.004,164.8548451,0.3112,3.213367609,1.603448276,0.009726424933,1.410331615,0.1111111111,0.09623094237,0.7309081792,0.9866078481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,29,93%,1.12,0.008,319.1251543,0.6224,1.606683805,0.8303571429,0.002601979605,0.3642771447,0.5555555556,0.5489014726,0.369498815,0.9957223752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,30,93%,0.85,0.006,243.0618811,0.4668,2.142245073,1.094117647,0.004501395456,0.6376976896,0.3333333333,0.3257113953,0.5036567316,0.9942835465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,31,93%,0.82,0.006,234.7831164,0.4668,2.142245073,1.134146341,0.00483061286,0.6601837576,0.3333333333,0.3014192758,0.5130579213,0.9760644568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,32,93%,0.55,0.004,158.4033446,0.3112,3.213367609,1.690909091,0.01067470574,1.467772039,0.1111111111,0.07730050663,0.7437517732,0.969570456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV3,33,93%,0.94,0.007,269.0057992,0.5446,1.836210062,0.9893617021,0.003677845255,0.4938820771,0.4444444444,0.4018378206,0.4396668816,0.9705031066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,1,96%,0.69,0.005,192.6802073,0.389,2.570694087,1.391304348,0.007220795365,0.9964697604,0.2,0.3707696106,0.5586823349,1.142308009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,2,96%,0.8,0.006,218.7219293,0.4668,2.142245073,1.2,0.00548641832,0.7315224427,0.4,0.5188865489,0.4321726524,1.084918964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,3,96%,0.77,0.006,207.8716053,0.4668,2.142245073,1.246753247,0.005997708273,0.769705895,0.4,0.457173396,0.4504757158,1.04083814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,4,96%,0.83,0.006,219.4672812,0.4668,2.142245073,1.156626506,0.00527015462,0.7290380558,0.4,0.5231258708,0.4309697847,1.087947051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,5,96%,0.79,0.006,209.6346738,0.4668,2.142245073,1.215189873,0.00579670267,0.7632325183,0.4,0.4672011626,0.4473968842,1.04800083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,6,96%,0.62,0.004,167.5179433,0.3112,3.213367609,1.548387097,0.00924311191,1.432682346,0,0.2276547465,0.7485734264,1.227654746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,7,96%,0.85,0.006,224.5194389,0.4668,2.142245073,1.129411765,0.005030351805,0.7126331724,0.4,0.5518609187,0.4229897284,1.108472085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,8,96%,1.06,0.008,277.7322862,0.6224,1.606683805,0.9056603774,0.003260911397,0.4320707601,0.8,0.854518478,0.2753004893,1.030288043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,9,96%,0.81,0.006,214.8123293,0.4668,2.142245073,1.185185185,0.005517305217,0.7448362043,0.4,0.4966500016,0.4385936778,1.069035715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,10,96%,0.74,0.005,198.265094,0.389,2.570694087,1.297297297,0.006543246071,0.9684004185,0.2,0.4025346497,0.5460291243,1.168778875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,11,96%,0.75,0.005,201.1701673,0.389,2.570694087,1.28,0.006362772459,0.9544158688,0.2,0.4190577722,0.5396713098,1.182548144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,12,96%,0.51,0.004,135.7614055,0.3112,3.213367609,1.882352941,0.01386515508,1.767807273,0,0.04703377409,0.8777078092,1.047033774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,13,96%,0.74,0.005,196.8743341,0.389,2.570694087,1.297297297,0.006589468877,0.9752413938,0.2,0.3946244548,0.5491261565,1.162187046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,14,96%,0.79,0.006,208.7753333,0.4668,2.142245073,1.215189873,0.005820562488,0.7663740609,0.4,0.4623135102,0.4488922683,1.04450965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,15,96%,0.77,0.006,202.2155244,0.4668,2.142245073,1.246753247,0.006165467515,0.7912349978,0.4,0.4250034272,0.4606453683,1.017859591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,16,96%,0.76,0.006,201.7527622,0.4668,2.142245073,1.263157895,0.006260919955,0.7930498609,0.4,0.4223713846,0.4614977745,1.01597956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,17,96%,0.91,0.007,234.0009281,0.5446,1.836210062,1.054945055,0.00450829432,0.5860782616,0.6,0.6057885795,0.3576862996,1.003617862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,18,96%,0.7,0.005,184.8511298,0.389,2.570694087,1.371428571,0.007419097589,1.038673662,0.2,0.326240336,0.5774404125,1.10520028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,19,96%,0.59,0.004,156.8597214,0.3112,3.213367609,1.627118644,0.01037308131,1.530029493,0,0.1670342086,0.7874573969,1.167034209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,20,96%,0.75,0.005,197.1136844,0.389,2.570694087,1.28,0.006493714548,0.9740571822,0.2,0.3959858023,0.5485906557,1.163321502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,21,96%,0.74,0.005,195.7658776,0.389,2.570694087,1.297297297,0.006626779463,0.9807633606,0.2,0.3883199107,0.5516198109,1.156933259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,22,96%,0.88,0.006,227.5128173,0.4668,2.142245073,1.090909091,0.00479493465,0.7032570819,0.4,0.5688862922,0.4183994926,1.120633066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,23,96%,0.85,0.006,222.9210562,0.4668,2.142245073,1.129411765,0.005066420301,0.717742876,0.4,0.542769832,0.4254822819,1.101978451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,24,96%,0.91,0.007,234.8610678,0.5446,1.836210062,1.054945055,0.00449178344,0.5839318471,0.6,0.6106807775,0.3565998819,1.006675486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,25,96%,1.01,0.007,264.4137114,0.5446,1.836210062,0.9504950495,0.003594726781,0.5186677212,0.6,0.7787667086,0.3229027012,1.111729193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,26,96%,0.83,0.006,212.9723849,0.4668,2.142245073,1.156626506,0.005430875494,0.75127111,0.4,0.4861849897,0.4416820471,1.061560707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,27,96%,0.66,0.005,173.6745302,0.389,2.570694087,1.454545455,0.008375122437,1.105516162,0.2,0.2626714325,0.6065115175,1.052226194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,28,96%,0.68,0.005,182.0905183,0.389,2.570694087,1.411764706,0.007753092907,1.054420635,0.2,0.3105388658,0.5843586838,1.092115721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,29,96%,0.87,0.006,228.2148212,0.4668,2.142245073,1.103448276,0.00483512977,0.7010938166,0.4,0.5728790646,0.4173373804,1.123485046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,30,96%,0.8,0.006,210.3894255,0.4668,2.142245073,1.2,0.005703708716,0.7604944955,0.4,0.4714939475,0.4460916946,1.051067105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,31,96%,0.63,0.005,168.0822307,0.389,2.570694087,1.523809524,0.009065857333,1.142298024,0.2,0.2308642317,0.6221845976,1.025720193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,32,96%,0.71,0.005,189.8719203,0.389,2.570694087,1.352112676,0.007121182921,1.011207975,0.2,0.3547969774,0.5652690251,1.128997481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV0,33,96%,0.66,0.005,176.2979494,0.389,2.570694087,1.454545455,0.008250495593,1.089065418,0.2,0.2775925971,0.5994279933,1.064660498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,1,96%,2.12,0.006,227.4280793,0.4668,2.142245073,0.4528301887,0.001991091821,0.7035191102,0.4,0.5684043299,0.4185280645,1.120288807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,2,96%,1.98,0.006,211.5112992,0.4668,2.142245073,0.4848484848,0.00229230536,0.7564607686,0.4,0.4778748044,0.4441656537,1.05562486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,3,96%,2.06,0.006,221.7351561,0.4668,2.142245073,0.4660194175,0.002101693866,0.7215815606,0.4,0.536024814,0.4273506669,1.097160581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,4,96%,1.73,0.005,185.6703608,0.389,2.570694087,0.5549132948,0.002988701548,1.034090736,0.2,0.3308998584,0.5754187754,1.109083215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,5,96%,2.19,0.006,224.5499275,0.4668,2.142245073,0.4383561644,0.001952154557,0.7125364134,0.4,0.5520343283,0.4229424676,1.108595949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,6,96%,2.62,0.008,266.1985767,0.6224,1.606683805,0.3664122137,0.001376461957,0.4507912908,0.8,0.7889184482,0.2853958183,0.9938435823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,7,96%,2.28,0.007,231.6710998,0.5446,1.836210062,0.4210526316,0.001817458595,0.5919722281,0.6,0.5925372657,0.3606625649,0.9953357911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,8,96%,2.95,0.008,297.0969914,0.6224,1.606683805,0.3254237288,0.001095345084,0.4039084995,0.8,0.9646586923,0.259866941,1.091477051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,9,96%,2.11,0.006,215.5942455,0.4668,2.142245073,0.4549763033,0.002110336026,0.742134836,0.4,0.5010972893,0.4372942602,1.07221235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,10,96%,2.42,0.007,246.296251,0.5446,1.836210062,0.3966942149,0.001610638462,0.5568207254,0.6,0.6757204212,0.3427591904,1.047325263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,11,96%,1.94,0.006,201.0145121,0.4668,2.142245073,0.4948453608,0.002461739482,0.7959624324,0.4,0.4181724555,0.4628641785,1.012980325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,12,96%,1.75,0.005,180.7815784,0.389,2.570694087,0.5485714286,0.003034443185,1.062055115,0.2,0.3030940365,0.5876972384,1.085911697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,13,96%,2.09,0.006,214.1956313,0.4668,2.142245073,0.4593301435,0.002144442166,0.7469806878,0.4,0.4931424218,0.4396239896,1.066530301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,14,96%,2.68,0.008,271.5264142,0.6224,1.606683805,0.3582089552,0.001319241652,0.4419459534,0.8,0.8192214742,0.2806419403,1.010678597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,15,96%,2.09,0.006,212.9898998,0.4668,2.142245073,0.4593301435,0.002156581809,0.7512093302,0.4,0.4862846091,0.441652443,1.061631864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,16,96%,2.56,0.007,256.7157758,0.5446,1.836210062,0.375,0.001460759467,0.5342206052,0.6,0.7349833272,0.3310513513,1.084364579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,17,96%,2.47,0.007,246.992341,0.5446,1.836210062,0.3886639676,0.001573587124,0.5552514567,0.6,0.6796795574,0.3419512802,1.049799723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,18,96%,2.41,0.007,244.221985,0.5446,1.836210062,0.398340249,0.001631058109,0.561550006,0.6,0.6639226634,0.3451894656,1.039951665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,19,96%,1.91,0.005,195.5174545,0.389,2.570694087,0.502617801,0.002570705528,0.9820095118,0.2,0.3869069598,0.5521817893,1.1557558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,20,96%,2.21,0.006,225.0074619,0.4668,2.142245073,0.4343891403,0.001930554376,0.7110875286,0.4,0.5546366366,0.4222345036,1.11045474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,21,96%,1.88,0.005,193.9224922,0.389,2.570694087,0.5106382979,0.002633208206,0.9900862855,0.2,0.3778353277,0.5558173399,1.148196106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,22,96%,2.39,0.007,236.6335248,0.5446,1.836210062,0.4016736402,0.001697450269,0.5795580203,0.6,0.6207619425,0.3543818249,1.012976214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,23,96%,2.15,0.006,218.918469,0.4668,2.142245073,0.4465116279,0.002039625209,0.7308656997,0.4,0.5200044033,0.4318548204,1.085717431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,24,96%,2.69,0.008,267.2002329,0.6224,1.606683805,0.3568773234,0.001335617561,0.4491014049,0.8,0.7946155467,0.2844898148,0.997008637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,25,96%,3.06,0.009,303.3106528,0.7002,1.428163382,0.3137254902,0.001034337196,0.3516746467,1,1,0.22974743,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,26,96%,2.73,0.008,266.3584449,0.6224,1.606683805,0.3516483516,0.001320207256,0.4505207261,0.8,0.7898277273,0.2852508298,0.9943487374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,27,96%,2.01,0.006,203.3267457,0.4668,2.142245073,0.4776119403,0.002348987285,0.7869107404,0.4,0.4313236964,0.4586113052,1.022374069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,28,96%,2.17,0.006,220.6734688,0.4668,2.142245073,0.4423963134,0.002004755333,0.7250531788,0.4,0.5299862777,0.4290373307,1.092847341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,29,96%,2.33,0.007,233.1473552,0.5446,1.836210062,0.4120171674,0.001767196403,0.5882239454,0.6,0.6009337315,0.358770987,1.000583582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,30,96%,2.4,0.007,242.6419395,0.5446,1.836210062,0.4,0.001648519629,0.5652067299,0.6,0.6549358728,0.3470639464,1.03433492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-3.5-mini-instruct,APV1,31,96%,2.18,0.006,221.113453,0.4668,2.142245073,0.4403669725,0.001991588329,0.7236104263,0.4,0.5324887666,0.428336731,1.094634833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
